SITE_ACCOUNT_NUMBER,ACCOUNT_STATUS,FIRST_COMMUNICATION_DATE,UPGRADE_DATE,SERVICE_ PLAN,MODEL,SALES_CHANNEL,DIRECT_INDIRECT_CHANNEL,SALES_SOURCE,COMPANY_SOURCE_NAME,FIRST_NAME,LAST_NAME,ADDRESS,CITY,STATE,ZIPCODE,EMAIL_ADDRESS,FEEDBACK,SATELLITE,SITE_TYPE_DESC,WARRANTY_NAME,MOST_RECENT_SALES_CHANNEL,GENDER,DATE_OF_BIRTH,AGE,INCOME,MARITAL_STATUS,PRESENCE_OF_CHILDREN,COMPUTER_OWNER
AMR-24429565,Active,3/7/2002,8/20/2004,,HN7000S,,Indirect,Hughes Web Order,HNS Customers,Henry,Rees,13735 OWENS ROAD 0 0 0,CAMPBELLSBURG, IN,47108,Henry.Rees@geeksquad.com,BAD,SM5-VER-1K,Broadband Remote,0,DW7000 Upgrade,1,24-12-1977,35,3,0,0,N
AMR-24430036,Active,3/27/2002,8/16/2003,Elite,HN7000S,,Direct,RS&I,HNS Customers,Kerry,Verbout,830 1 RIDGE ROAD 0 0,PARAMUS, NJ,7652,Kerry.Verbout@wexzone.com,BAD,SM5-VER-5K,Broadband Remote,0,HN7000 Upgrade,1,15-5-1969,43,0,1,0,N
AMR-24435001,Active,1/18/2002,10/5/2003,Power150,DW6000,Sales Agents,Indirect,Hughes Web Order,HNS Customers,Freda,DANDRADE,2292 BOX ROAD 0 0 0,ROGERS, AR,72756,Fred.DANDRADE@yahoo.com,BAD,G3C-VER-21K,Broadband Remote,0,Retail       ,1,17-4-1971,41,4,1,1,N
AMR-24440808,Active,2/5/2002,7/4/2004,Home,HN9000,Retail/others,Indirect,Hughes Web Order,HNS Customers,CHRISa,PARSONS,5863 N VERNON 0 0 0,BENSON, AZ,85602,CHRIS.PARSONS@aol.com,BAD,SM5-VER-5K,Spaceway,0,HN9000 Upgrade,2,17-12-1978,34,D,0,0,
AMR-24447541,Active,3/17/2002,5/29/2004,,DW4000,Vars,Indirect,AmericanSat,HNS Customers,Jasona,Woolbright,3N137 BOX 118 20 0 0,POSTVILLE, IA,52162,Jason.Woolbright@gmail.com,GOOD,SM5-HOR-14K,Spaceway,0,HN9000 Upgrade,2,1-7-1983,29,D,0,,
AMR-24450678,Active,2/27/2002,1/13/2006,,DW6000,Web orders,Indirect,InfoDish,HNS Customers,Michael,Sparks,410 FERN OZIAS ST 0 0,SHADY COVE, OR,97539,Michael.Sparks@wexzone.com,BAD,HZN2-VER-4K,Broadband Remote,0,HN7000 Upgrade,2,22-5-1983,29,3,1,1,Y
AMR-24459201,Active,4/1/2002,2/26/2006,Power150,HN7000S,,Indirect,Hughes Web Order,HNS Customers,Henrya,Chappell,2430 OLD VALLEY 0 0 0,SHEBOYGAN FLS, WI,53085,Henry.Chappell@aol.com,BAD,SM5-HOR-6K,Broadband Remote,0,Classic Migration,2,5-5-1969,43,9,1,1,
AMR-24467905,Active,12/18/2001,7/4/2003,Basic_Ltd,DW4020,,Indirect,TAG,HNS Customers,JANISa,Collins,930 OUA. DR 0 RANC 0,LIPAN, TX,76462,JANIS.Collins@rossaweb.net,BAD,SPACEWAY3,Broadband Remote,0,Direct,1,10-4-1972,40,0,0,0,Y
AMR-24468277,Active,3/20/2002,6/19/2005,,UNK,Call Center,Direct,ACS,HNS Customers,Joel,Mcbee,5220 ARCADIAN AVE 0 0 0,ROXBURY, NY,12474,Joel.Mcbee@wexzone.com,,0,Broadband Remote,0,HN7000 Upgrade,1,18-9-1952,60,7,2,0,
AMR-24468744,Active,2/7/2002,7/20/2004,,DW4020,Retail/others,Direct,LiveBridge Communications LLC,HNS Customers,Edwarda,Zyszkowski,964 FOLEY HILL RD,FELTON, CA,95018,edz@acm.org,BAD,G16-VER-15K,Broadband Remote,,HN7000 Upgrade,2,.,.,,0,,
AMR-24470300,Active,3/28/2002,1/1/2004,Power150,,,,TAG,HNS Customers,Roberta,Ritton,11375 4NE RD 0 0 0,HIGHLAND MLS, NY,10930,Robert.Ritton@hotmail.com,GOOD,SPACEWAY3,Spaceway,0,Retail       ,2,19-3-1949,63,0,0,0,
AMR-24471575,Active,11/7/2001,11/22/2004,Pro,HN7000S,,Indirect,RS&I,HNS Customers,Clarencea,Brockschmidt,3421 PEBBLE RD 10 0 0,PORT NORRIS, NJ,8349,Clarence.Brockschmidt@yahoo.com,GOOD,G17-HOR-2K,Spaceway,0,Retail       ,1,5-8-1965,47,9,1,0,
AMR-24480200,Active,4/19/2002,9/1/2004,Elite,HN7000S,Call Center,Direct,TAG,HNS Customers,Chrisa,Bram,PO BOX BOX RD 0 0,OAK HILL, FL,32759,Chris.Bram@rossaweb.net,,0,Broadband Remote,0,DW6000 Upgrade,1,19-10-1976,36,5,1,0,N
AMR-24480404,Active,1/19/2002,10/9/2003,Proplus,UNK,Web orders,Indirect,TAG,HNS Customers,Kevin,Bokowski,758 US 1700 SWAN 0 0,TUSTIN, CA,92780,Kevin.Bokowski@compuserve.com,GOOD,G3C-VER-9K,Spaceway,0,Retail       ,1,6-5-1946,66,6,1,1,
AMR-24480744,Active,1/25/2002,10/30/2005,Home,HN7000S,,Direct,TAG,HNS Customers,Jason,Hillman,8424 BOX RD 0 0 0,ALLEGAN, MI,49010,Jason.Hillman@gmail.com,GOOD,0,Broadband Remote,0,DW6000 Upgrade,1,6-9-1989,23,7,1,0,Y
AMR-24484912,Active,7/2/2001,12/17/2003,Basic,HN9000,,Direct,InfoDish,HNS Customers,R.a,Richardson,272 TURNPIKE ROSE LN 0 0,FREDERICK, MD,21702,R..Richardson@hotmail.com,BAD,HZN2-VER-4K,Spaceway,0,Dealer-Generated Sale,2,4-9-1979,33,3,0,0,
AMR-24491867,Active,6/25/2001,12/19/2004,,HN7000S,,Indirect,ACS,HNS Customers,Henry,Lau,31734 HIGHWAY SHORES 0 0 0,CLAYTON, CA,94517,Henry.Lau@yahoo.com,,SM5-VER-1K,Spaceway,0,DW7000 Upgrade,1,14-10-1985,27,0,1,1,N
AMR-24496457,Active,9/30/2001,1/18/2004,Power150,HN7000S,Vars,Indirect,AmericanSat,HNS Customers,Hubert,Jaquith,1120 JETER LN HOPE 0 0,TRIPLETT, MO,65286,Hubert.Jaquith@rossaweb.net,,SM6-VER-2K,Broadband Remote,0,HN9000 Upgrade,2,15-11-1977,35,0,1,1,N
AMR-24499647,Active,3/13/2002,7/19/2004,Proplus,HN7000S,Sales Agents,Direct,AmericanSat,HNS Customers,Johna,Bruner,10720 OVERGATE VARELA 0 0 0,LOGAN, IA,51546,John.Bruner@sipnsearch.com,GOOD,SPACEWAY3,Broadband Remote,EXPRESS REPAIR HOME WITH TERM,HN7000 Upgrade,2,1-12-1988,24,3,1,0,
AMR-24503522,Active,2/14/2002,11/14/2004,Basic_Ltd,DW4020,Sales Agents,Indirect,,HNS Customers,Bradley,Chappell,522 TAYLOR TOWN RD,WINONA, TX,75792,pecangrove@hughes.net,GOOD,SM5-HOR-6K,Broadband Remote,,Direct,2,10-3-1956,56,8,2,0,N
AMR-24505397,Active,10/8/2001,8/11/2004,Home,HN9000,Retail/others,Indirect,Perfect 10,HNS Customers,Randya,Dailey,522 NC 221996 RD 0 0,OWEGO, NY,13827,Randy.Dailey@compuserve.com,GOOD,AM32-HOR-19K,Broadband Remote,0,DPC Classic upgrade,1,16-7-1959,53,4,0,0,
AMR-24507314,Active,3/9/2002,2/12/2005,Elite,HN7000S,,Indirect,Perfect 10,HNS Customers,Rhodaa,Steingraber,7471 BOX LAKESHORE 0 0 0,CARMEL, NY,10512,Rhoda.Steingraber@hotmail.com,GOOD,SM5-VER-5K,Broadband Remote,0,HN7000 Upgrade,1,11-2-1977,35,0,0,0,N
AMR-24517945,Active,3/2/2002,5/17/2005,Basic,HN7000S,Vars,Indirect,Perfect 10,HNS Customers,CYNTHIAa,Piziali,10760 E LN 0 0 0,FESTUS, MO,63028,CYNTHIA.Piziali@aol.com,BAD,0,Broadband Remote,0,National Sales,1,10-7-1975,37,6,0,0,
AMR-24520456,Active,6/15/2001,12/27/2002,Proplus,HN7000S,Sales Agents,Indirect,Best Buy,HNS Customers,Garya,Leffler,506 GEORGE ROAD ST 0 0,NORMAN, OK,73071,Gary.Leffler@hughes.net,GOOD,AM9-HOR-21K,Spaceway,0,DW6000 Upgrade,,8-7-1986,26,3,0,0,N
AMR-24524175,Active,1/5/2002,12/22/2005,Power150,DW4020,Vars,Direct,Hughes Web Order,HNS Customers,Thomas,Crowley,98 MURDOCK LN,FREDERICK, MD,21703,tccrowley@hughes.net,BAD,SM5-VER-5K,Broadband Remote,,HN7000 Upgrade,2,16-3-1948,64,4,1,0,N
AMR-24526620,Active,2/15/2002,7/26/2005,Pro,HN9000,Vars,Indirect,Hughes Web Order,HNS Customers,Jeffrey,Deuchar,6004 LAKE DR. 0 0 0,GAITHERSBURG, MD,20877,Jeffrey.Deuchar@gmail.com,BAD,HZN2-VER-5K,Broadband Remote,EXPRESS REPAIR BUSINESS WITH TERM,DW7000 Upgrade,,12-6-1957,55,8,1,1,N
AMR-24527978,Active,2/5/2002,1/9/2005,,,Web orders,Indirect,AmericanSat,HNS Customers,Francesa,Heard,15050 E RIDGE 1805 0 0,MONTICELLO, IL,61856,Frances.Heard@hughes.net,GOOD,SM5-VER-15K,Broadband Remote,0,National Sales,1,9-10-1950,62,0,1,0,N
AMR-24528396,Active,4/11/2002,10/23/2005,,HN7000S,Call Center,Direct,TAG,HNS Customers,Bruce,Mcclain,6 OLD 2004 RD 0 0,FERRIS, TX,75125,Bruce.Mcclain@gmail.com,BAD,SPACEWAY3,Broadband Remote,0,Retail       ,1,4-1-1981,31,0,0,,N
AMR-24528652,Active,1/31/2002,1/22/2006,Basic,,,Indirect,RS&I,HNS Customers,Brent,Gebura,283658 SILVER ROAD 0 0 0,KINGSBURG, CA,93631,Brent.Gebura@wexzone.com,GOOD,AM9-VER-2K ,Broadband Remote,0,Direct,1,5-10-1985,27,6,1,1,Y
AMR-24540438,Active,3/22/2002,7/23/2004,,DW4020,Call Center,Indirect,MiniDish,HNS Customers,Waltera,Harding,6189 1/2 FRIENDLY HILLS RD,WAUSEON, OH,43567,walter_h43701@yahoo.com,GOOD,SM5-VER-5K,Broadband Remote,,National Sales,2,.,.,,0,,
AMR-24541995,Active,3/31/2002,2/2/2005,Power150,DW4020,Call Center,Indirect,RS&I,HNS Customers,Chrisa,Hanes,4113 S 16 421 0 0,BOWIE, MD,20721,Chris.Hanes@compuserve.com,GOOD,SM5-VER-5K,Spaceway,0,HN7000 Upgrade,1,17-3-1966,46,6,0,0,N
AMR-24544579,Active,4/10/2002,11/18/2004,Power150,HN7000S,Call Center,Indirect,UNKNOWN,HNS Customers,Jo,Rogala,10712 REDHAVEN RD HOOK 0 0,WINONA, TX,75792,Jo.Rogala@gmail.com,GOOD,SM5-HOR-14K,Spaceway,0,National Sales,2,7-6-1990,22,5,0,,N
AMR-24546702,Active,3/9/2002,11/21/2004,Basic,HN7000S,,Direct,RS&I,HNS Customers,Roberta,Davis,PO PINE 161 0 0 0,FLORISSANT, CO,80816,Robert.Davis@gmail.com,BAD,SPACEWAY3,Spaceway,0,Dealer-Generated Sale,1,28-10-1983,29,4,1,0,N
AMR-24549506,Active,3/26/2002,10/29/2004,Proplus,HN7000S,,Indirect,TAG,HNS Customers,Joela,Hanaford,287 BUCHANAN RABBIT 0 0 0,GROVELAND, FL,34736,Joel.Hanaford@aol.com,BAD,G17-HOR-6K,Broadband Remote,0,HN7000 Upgrade,1,16-3-1980,32,3,0,,
AMR-24549816,Active,2/5/2002,4/22/2004,Basic,HN9000,,Indirect,Hughes Web Order,HNS Customers,Dick,Johnson,1150 2 634 RD 0 0,WACCABUC, NY,10597,Dick.Johnson@hughes.net,BAD,SM5-VER-5K,Spaceway,0,National Sales,2,24-5-1980,32,4,0,0,
AMR-24551756,Active,6/28/2003,6/7/2005,Basic,,Retail/others,Direct,LiveBridge Communications LLC,HNS Customers,Greg,Crouchphd,2940 N 222ND RD 0 0,SHEBOYGAN FLS, WI,53085,Greg.Crouchphd@gmail.com,BAD,AM6-HOR-21K,Spaceway,0,DPC Classic upgrade,1,16-4-1950,62,4,0,0,N
AMR-24552166,Active,10/13/2001,12/27/2004,,HN7000S,Vars,Indirect,AmericanSat,HNS Customers,Cynthiaa,Roche,16711 IVY 1400TH E R 0,STANFIELD, NC,28163,Cynthia.Roche@sipnsearch.com,BAD,SM5-HOR-14K,Broadband Remote,0,Retail       ,1,14-5-1971,41,6,1,1,N
AMR-24555012,Active,12/13/2002,12/8/2005,Proplus,HN7000S,Call Center,Indirect,Perfect 10,HNS Customers,Clifford,Baker,11250 CADLE RD RD 0 0,SUNNYSIDE, WA,98944,Clifford.Baker@yahoo.com,GOOD,SM5-VER-5K,Broadband Remote,0,DPC Classic upgrade,1,5-7-1981,31,6,0,,N
AMR-24555344,Active,2/22/2002,12/18/2004,Proplus,UNK,Vars,Indirect,Hughes Web Order,HNS Customers,TIM,Miles,610 MAYFLOWER 2209 RD 0 0,COLORADO SPGS, CO,80929,TIM.Miles@sipnsearch.com,BAD,SM5-VER-7K,Broadband Remote,0,Direct,1,13-8-1954,58,0,1,0,N
AMR-24556462,Active,3/2/2002,1/8/2005,Proplus,HN7000S,,Indirect,TAG,HNS Customers,DOUG,Littrell,500 E LORE RD 0 0,NORTH EAST, MD,21901,DOUG.Littrell@compuserve.com,GOOD,AM6-HOR-21K,Broadband Remote,0,Retail       ,1,18-4-1984,28,3,0,0,N
AMR-24556606,Active,2/24/2002,7/6/2005,Elite,UNK,,Indirect,AmericanSat,HNS Customers,AUSTIN,HOULIS,17782 LANE HILL RD 0 0,CAMPTONVILLE, CA,95922,AUSTIN.HOULIS@geeksquad.com,,G17-HOR-6K,Spaceway,0,DW6000 Upgrade,1,14-4-1985,27,6,1,0,N
AMR-24557265,Active,11/29/2001,6/19/2003,Home,HN9000,Sales Agents,Direct,NCC,HNS Customers,Larrya,Lombardo,50810 QUARRY DR 0 0 0,ROCKVILLE, MD,20852,Larry.Lombardo@hughes.net,GOOD,G17-HOR-6K,Broadband Remote,0,DPC Classic upgrade,2,1-11-1983,29,0,1,1,N
AMR-24560456,Active,4/2/2002,2/21/2004,,HN7000S,Call Center,Indirect,Verisign Web Ordering,HNS Customers,Matta,Hartford,PO W LN 0 0 0,MONROE, LA,71202,Matt.Hartford@hughes.net,GOOD,SPACEWAY3,Spaceway,0,Dealer-Generated Sale,1,10-11-1978,34,0,1,1,N
AMR-24567624,Active,2/9/2002,8/16/2003,Pro,UNK,Sales Agents,Indirect,InfoDish,HNS Customers,Thomas,Coon,802 ROGERS OSOS RD 0 0,MOUNT AIRY, MD,21771,Thomas.Coon@compuserve.com,BAD,G16-VER-21K,Broadband Remote,0,Retail       ,2,13-3-1951,61,0,0,,N
AMR-24572248,Active,11/29/2001,10/1/2005,Elite,UNK,,Indirect,AmericanSat,HNS Customers,COMPUTERa,Wessel,1295 BLOOM TALLEY 0 0 0,PEORIA, AZ,85382,COMPUTER.Wessel@wexzone.com,,,Spaceway,0,HN7000 Upgrade,1,27-6-1946,66,3,1,0,N
AMR-24579510,Active,4/17/2002,6/21/2004,Elite,,,Indirect,Hughes Web Order,HNS Customers,John,ramsey,PO ITALIAN RD 0 0 0,MADILL, OK,73446,John.ramsey@gmail.com,BAD,SM5-VER-5K,Broadband Remote,0,National Sales,1,7-4-1967,45,3,1,0,N
AMR-24581110,Active,2/25/2002,12/26/2004,Elite,UNK,Retail/others,Indirect,LiveBridge Communications LLC,HNS Customers,Stevea,Taylor,10979 E YATES 0 0 0,SEYMOUR, TN,37865,Steve.Taylor@hotmail.com,,0,Broadband Remote,0,DW6000 Upgrade,,12-4-1954,58,4,0,,N
AMR-24585772,Active,1/26/2002,5/6/2005,Basic,HN9000,,Indirect,Hughes Web Order,HNS Customers,Linda,BISHOP,3514 E 45 0 0 0,FAIRMONT, NE,68354,Linda.BISHOP@hughes.net,BAD,G17-HOR-2K,Broadband Remote,0,Direct,1,27-11-1961,51,5,1,0,Y
AMR-24587123,Active,6/16/2003,4/26/2005,Proplus,HN7000S,,Indirect,LiveBridge Communications LLC,HNS Customers,Perrya,Takemoto,5509 BIRDS LN LOBO 0 0,SAN ANTONIO, TX,78253,Perry.Takemoto@aol.com,,G17-HOR-2K,Broadband Remote,0,HN9000 Upgrade,1,11-8-1987,25,3,1,0,
AMR-24588112,Active,12/19/2001,8/27/2004,Home,HN7000S,,Direct,UNKNOWN,HNS Customers,Daryl,HAUCK,11320 ALGOMA DR 0 0 0,BENTON, AR,72015,Daryl.HAUCK@geeksquad.com,,SM5-HOR-14K,Broadband Remote,EXPRESS REPAIR HOME,DW6000 Upgrade,,27-8-1942,70,0,1,1,Y
AMR-24588434,Active,9/5/2001,5/9/2003,Home,HN9000,Web orders,Indirect,Hughes Web Order,HNS Customers,Anita,WHITEHEAD JR,2022 ROBINSON RD LN 0 0,HIBBING, MN,55746,Anita.WHITEHEAD JR@compuserve.com,BAD,SM5-VER-15K,Broadband Remote,0,Retail,2,8-3-1988,24,7,1,0,N
AMR-24592008,Active,2/7/2002,7/4/2004,Power150,,Retail/others,Indirect,TAG,HNS Customers,Judya,Puckett,206 N 515 ST 0 0,GRAND RAPIDS, OH,43522,Judy.Puckett@hotmail.com,GOOD,G17-HOR-6K,Broadband Remote,0,Retail       ,2,15-12-1949,63,7,1,0,N
AMR-24594791,Active,7/20/2001,6/27/2003,Home,HN9000,Vars,Direct,LiveBridge Communications LLC,HNS Customers,Freddiea,Motta,3892 BOX RD 0 0 0,GRAYSON, LA,71435,Freddie.Motta@yahoo.com,,SM5-VER-5K,Broadband Remote,0,Direct,1,21-8-1975,37,1,0,0,N
AMR-24603032,Active,5/30/2001,7/11/2004,Proplus,HN7000S,Web orders,Indirect,TAG,HNS Customers,Alton,FRAZIER,1108 TUCKER LAKE 0 0 0,DRAYDEN, MD,20630,Alton.FRAZIER@aol.com,GOOD,AM9-HOR-17K,Broadband Remote,0,Dealer-Generated Sale,1,16-6-1957,55,0,,1,N
AMR-24605481,Active,2/17/2003,2/15/2007,Basic,HN9000,Web orders,Indirect,ACS Pre-Install,HNS Customers,Kalr,Koelling,76 ROUTE BOAT 2704 0 0,FREDERICKSBRG, VA,22406,Kalr.Koelling@aol.com,GOOD,G3C-VER-21K,Spaceway,0,Classic Migration,1,22-5-1954,58,6,1,1,N
AMR-24607363,Active,12/10/2001,9/15/2005,Elite,HN7000S,Sales Agents,Indirect,TAG,HNS Customers,Greg,Carlisle,4700 W DRIVE 0 0 0,SUSQUEHANNA, PA,18847,Greg.Carlisle@geeksquad.com,GOOD,SPACEWAY3,Broadband Remote,0,Dial Return Upgrade,2,11-7-1961,51,4,1,0,N
AMR-24610541,Active,1/11/2002,1/11/2004,Pro,DW4020,Vars,Indirect,,HNS Customers,Helena,Houck,4757 FAIRGROUNDS RD,MOUNT PLEASANT, TX,75455,hmhouck@msn.com,GOOD,SM5-VER-5K,Broadband Remote,,Direct,,27-12-1954,58,4,2,0,N
AMR-24614627,Active,8/25/2001,9/16/2003,Basic_Ltd,DW4000,Sales Agents,Indirect,TAG,HNS Customers,Davida,FRAZIER,2746 E ROAD ROAD 0 0,ARP, TX,75750,David.FRAZIER@hotmail.com,,SM5-VER-1K,Broadband Remote,0,Retail,1,26-12-1973,39,0,0,,N
AMR-24615524,Active,3/30/2002,3/2/2006,Pro,HN9000,Retail/others,Direct,InfoDish,HNS Customers,Franka,Bredlow,PO HIGHWAY ST 0 0 0,GERMANTOWN, MD,20876,Frank.Bredlow@yahoo.com,BAD,AM6-HOR-21K,Broadband Remote,0,Direct,1,10-2-1973,39,4,0,0,
AMR-24624099,Active,2/13/2002,1/22/2004,Basic_Ltd,HN7000S,Call Center,Indirect,TAG,HNS Customers,Arthura,Allen,9411 FALLEN HARTIN RD 0 0,CAVE CREEK, AZ,85331,Arthur.Allen@geeksquad.com,GOOD,G16-VER-21K,Spaceway,0,Dealer-Generated Sale,1,11-10-1958,54,5,0,0,N
AMR-24631075,Active,1/1/1900,8/17/1902,Proplus,DW4020,Web orders,Indirect,TAG,HNS Customers,George,RUNYON,#REF!,GILA BEND, AZ,85337,George.RUNYON@hotmail.com,GOOD,G17-HOR-2K,Broadband Remote,0,Retail       ,,15-6-1985,27,8,1,0,N
AMR-24633769,Active,4/18/2002,3/24/2006,Pro,HN7000S,Sales Agents,Direct,RS&I,HNS Customers,Zach,Collier,454 OAK RIVERSIDE 0 0 0,WOODLAND PARK, CO,80863,Zach.Collier@geeksquad.com,GOOD,AM6-HOR-21K,Broadband Remote,EXPRESS REPAIR HOME WITH TERM,Retail       ,1,21-2-1988,24,0,0,,N
AMR-24639935,Active,3/19/2002,9/9/2005,Power150,HN7000S,,Indirect,Perfect 10,HNS Customers,Ann,Jolly,355 PINE GROVE RD,FREDERICKSBRG, VA,22406,ajolly56@hughes.net,GOOD,AM6-HOR-21K,Broadband Remote,,Retail       ,1,11-4-1946,66,5,1,0,N
AMR-24649793,Active,3/14/2002,7/20/2004,Power150,HN7000S,Sales Agents,Indirect,Perfect 10,HNS Customers,LUISa,Pavlovic,69330 W 161 0 0 0,MECHANICSVLLE, MD,20659,LUIS.Pavlovic@gmail.com,GOOD,AM6-HOR-21K,Broadband Remote,0,Direct,1,15-1-1968,44,4,0,0,Y
AMR-24651199,Active,4/12/2002,11/26/2003,,UNK,,Indirect,RS&I,HNS Customers,Richarda,Gordy,P.O. PROGRESS RD 0 0 0,RICHFLD SPGS, NY,13439,Richard.Gordy@aol.com,GOOD,G16-VER-15K,Broadband Remote,EXPRESS REPAIR HOME WITH COMMITMENT WITH TERM,Dealer-Generated Sale,2,7-3-1953,59,7,1,1,Y
AMR-24659179,Active,1/29/2002,8/13/2003,Home,HN7000S,Web orders,Indirect,RS&I,HNS Customers,Charlesa,INTERNATIONA,PO DEMENT 1232 DR 0 0,LUCINDA, PA,16235,Charles.INTERNATIONA@sipnsearch.com,,0,Spaceway,0,HN7000 Upgrade,1,11-10-1981,31,7,1,0,
AMR-24659545,Active,2/6/2002,8/10/2004,Elite,UNK,,Indirect,ACS,HNS Customers,Gabriela,KAY,1013 MADDOX SAINT PL 0 0,GOLDEN, CO,80401,Gabriel.KAY@aol.com,GOOD,SM5-HOR-6K,Broadband Remote,EXPRESS REPAIR HOME,HN9000 Upgrade,2,15-4-1949,63,6,1,1,N
AMR-24661074,Active,2/21/2002,2/14/2006,Elite,HN7000S,,Indirect,TAG,HNS Customers,Stephen,Albert,4863 SHELBURNE RD 0 0 0,ELLSWORTH, ME,4605,Stephen.Albert@hotmail.com,,SM5-VER-1K,Spaceway,0,Dealer-Generated Sale,1,12-11-1983,29,6,0,0,N
AMR-24663455,Active,7/20/2001,2/17/2005,Pro,HN7000S,Vars,Indirect,,HNS Customers,Larry,Barnwell,3006 SHADY MCCLELLAND LN 0 0,BAXLEY, GA,31513,Larry.Barnwell@compuserve.com,GOOD,0,Broadband Remote,0,DPC Classic upgrade,1,23-5-1989,23,4,1,0,Y
AMR-24664349,Active,3/19/2002,5/9/2004,Basic_Ltd,UNK,Call Center,Direct,InfoDish,HNS Customers,Bruce,Cohen,4511 BROWNCROFT 130304 0 0 0,DOUGLASVILLE, GA,30135,Bruce.Cohen@sipnsearch.com,BAD,G17-HOR-2K,Broadband Remote,0,DW6000 Upgrade,1,21-4-1946,66,7,0,0,
AMR-24673473,Active,3/28/2002,10/29/2003,Pro,HN9000,Sales Agents,Indirect,Best Buy,HNS Customers,David,Mcclendonjr.,6189 SPADE DR 0 0 0,SMITHVILLE, MO,64089,David.Mcclendonjr.@sipnsearch.com,,SM5-VER-7K,Spaceway,0,Direct,1,18-12-1984,28,0,0,0,N
AMR-24673952,Active,6/19/2001,9/23/2004,Proplus,,Vars,Indirect,Hughes Web Order,HNS Customers,Christine,Avery,4198 BOX RD 0 0 0,TUCSON, AZ,85741,Christine.Avery@gmail.com,BAD,,Broadband Remote,0,Dealer-Generated Sale,2,9-1-1984,28,5,2,0,N
AMR-24674594,Active,11/10/2001,11/1/2005,,HN7000S,Web orders,Indirect,InfoDish,HNS Customers,Vincenta,Wilson,957 E RD 0 0 0,CANON CITY, CO,81212,Vincent.Wilson@rossaweb.net,BAD,,Broadband Remote,0,Retail       ,1,28-2-1969,43,6,0,0,N
AMR-24678646,Active,3/13/2002,10/26/2004,,HN7000S,Call Center,Indirect,TAG,HNS Customers,Rjgriffinca,CROVATINJR,4757 RED RD 0 201 0,FREDERICKSBRG, VA,22406,Rjgriffinc.CROVATINJR@hughes.net,GOOD,AM6-HOR-21K,Broadband Remote,0,HN7000 Upgrade,1,3-1-1971,41,5,0,0,N
AMR-24679680,Active,2/27/2002,9/8/2005,Power150,HN7000S,,Indirect,RS&I,HNS Customers,Steve,Carter,PO NYAMAZI PL 0 0 0,PETALUMA, CA,94952,Steve.Carter@wexzone.com,BAD,HZN2-VER-8K,Broadband Remote,0,HN7000 Upgrade,1,20-1-1963,49,5,1,1,
AMR-24685402,Active,3/7/2002,4/10/2004,Power150,DW4000,Retail/others,Indirect,,HNS Customers,Harry,Sitton,2940 REDFISH RD RD 0 0,LOUANN, AR,71751,Harry.Sitton@gmail.com,BAD,SPACEWAY3,Broadband Remote,0,Dealer-Generated Sale,,24-5-1983,29,C,0,0,N
AMR-24689086,Active,8/22/2001,2/27/2003,Proplus,HN7000S,Call Center,,TAG,HNS Customers,Airevaclifa,JACQUES,120 BOX PINTADO N 0 0,DURANGO, CO,81301,Airevaclif.JACQUES@rossaweb.net,GOOD,SPACEWAY3,Broadband Remote,0,UNKNOWN,1,26-9-1962,50,7,0,0,N
AMR-24690464,Active,12/10/2001,4/4/2005,Home,HN7000S,Sales Agents,Indirect,Perfect 10,HNS Customers,Don,Evans,848 BLOCKER 1065 AVE 0 0,SOUTHFIELD, MA,1259,Don.Evans@gmail.com,GOOD,SM5-VER-15K,Broadband Remote,0,Retail       ,1,2-1-1957,55,0,0,,
AMR-24699541,Active,1/25/2002,5/7/2004,Home,DW4020,Vars,Indirect,TAG,HNS Customers,DAVIDa,Barnes,296 GREENWELL RD RD 0 0,RILEY, OR,97758,DAVID.Barnes@hotmail.com,,0,Broadband Remote,0,Direct,1,13-6-1984,28,6,0,0,N
AMR-24701804,Active,6/19/2001,1/19/2005,,HN7000S,Web orders,Direct,MiniDish,HNS Customers,DONALDa,Bishop,180 BOX RD CITY 0 0,ONTARIO, NY,14519,DONALD.Bishop@gmail.com,GOOD,SM5-VER-5K,Broadband Remote,0,Dealer-Generated Sale,1,1-12-1968,44,7,0,0,N
AMR-24703138,Active,1/16/2002,5/12/2004,Proplus,HN7000S,Vars,Indirect,RS&I,HNS Customers,Joe,Bellotti,11446 READING BOX RD 0 0,IUKA, IL,62849,Joe.Bellotti@aol.com,GOOD,AM6-HOR-21K,Broadband Remote,0,Retail       ,1,1-12-1984,28,4,0,0,N
AMR-24719336,Active,3/29/2002,5/19/2004,Power150,UNK,Retail/others,Indirect,TAG,HNS Customers,Kay,Mota,PO N SHOREVIEW 0 RANC 0,CARBONDALE, CO,81623,Kay.Mota@rossaweb.net,GOOD,0,Broadband Remote,0,Classic Migration,1,17-8-1960,52,0,1,1,
AMR-24732679,Active,2/6/2002,4/8/2005,Basic_Ltd,DW6000,Retail/others,Indirect,,HNS Customers,Roger,Bradford,5880 GREEN VALLEY RD,NEWPORT, WA,99156,rogerbradford461@hotmail.com,GOOD,SM5-HOR-6K,Broadband Remote,,DW6000 Upgrade,2,12-10-1970,42,6,1,1,N
